price,bedrooms,bathrooms,Area_sqft
250000,3,2,12820
370000,2,2,4716
750000,4,3,10383
439950,2,2,5470
395000,4,2,13669
375000,4,1,9720
263000,3,2,10928
185000,3,1,11608
500000,3,1,58445
920000,4,3,17885
936000,7,4,30252
1.50E+06,3,2,18117
1.10E+06,3,2,12120
247000,3,3,14195
289500,3,1,8305
432500,3,3,11246
680000,3,2,8000
589000,3,1,8530
756450,4,2,14150
536650,3,2,13310
540000,3,2,5130
385000,3,2,6730
485000,3,1,9510
240000,3,2,20862
415500,3,2,20862
550000,3,2,5518
1.26E+06,4,2,10870
430000,2,2,216078
415000,2,2,7727
365000,4,3,11664
257000,4,2,11480
420000,3,3,8821
338995,3,2,12090
615000,3,2,12430
312500,4,1,9690
513000,4,3,9894
857500,4,3,10270
1.06E+06,3,3,28433
585000,3,2,13350
350500,2,3,8490
215000,3,2,12252
440000,4,2,11300
270000,3,2,10680
385000,3,1,9760
688500,3,2,7645
700000,3,2,9125
585000,5,2,19227
401000,2,2,5145
655000,4,2,11885
317000,3,1,7370
500000,4,3,11385
314963,2,1,8730
715000,3,2,8400
280000,3,2,12160
531000,3,3,14346
617000,3,3,7928
440000,4,1,10520
140000,3,1,12584
661000,4,2,17155
697000,4,2,17155
1.20E+06,5,3,19847
535000,4,2,7135
404500,2,2,5790
396500,3,1,8130
450000,3,2,13108
605000,3,3,6800
699000,3,2,7970
805000,3,3,24793
156000,1,1,17200
595000,4,3,11134
285000,3,2,10480
725000,4,3,12065
216300,3,3,8370
410000,4,3,12250
597000,2,2,8860
325000,3,1,11900
355000,5,3,14155
338000,3,2,12075
210000,4,2,8593
423000,4,2,12630
249500,4,2,12464
325000,4,3,9265
257000,3,2,11003
550000,3,2,104623
490000,3,1,12658
299000,2,2,6408
295000,2,1,42819
630000,4,3,20233
320000,4,2,12214
1.11E+06,4,3,13900
398000,4,1,9548
218000,3,1,10184
590000,4,3,108778
1.60E+06,5,3,15209
348500,2,2,4834
592500,2,2,8791
505000,3,3,10637
1.43E+06,5,4,8760
502000,3,1,8380
257500,2,2,10905
405000,3,2,10800
427000,3,2,7781
290000,3,2,12077
222000,3,1,10125
315000,3,3,10577
371000,3,2,7460
279900,3,2,9780
250000,3,2,28342
599000,4,2,34960
267300,3,2,96798
585000,2,2,10600
350000,3,2,10488
506000,3,2,12060
400000,6,2,215690
151100,3,1,6595
251000,3,1,6595
555000,4,2,13130
467500,3,2,277386
479000,4,3,35618
247000,5,2,12400
299500,3,1,13295
306888,4,2,12870
675000,4,3,250657
577000,2,1,8435
219950,3,2,13146
375000,3,2,8280
650000,4,3,10350
975000,3,3,8210
229000,1,1,5800
575000,5,3,8440
815000,4,2,21160
525000,3,2,48180
471000,3,3,6505
450000,4,2,8163
590000,3,2,9080
744000,4,3,13260
460000,4,2,41374
299000,5,3,13139
231000,4,1,7880
195000,3,1,12050
305000,3,2,14410
895000,4,2,12670
1.11E+06,4,2,18450
339000,2,1,10084
885000,4,4,8150
375000,3,1,8276
367400,4,2,9990
700000,4,2,9238
667000,5,2,14990
200000,2,1,7380
552775,3,3,23214
452000,3,2,153455
418000,3,3,19920
601500,3,2,13828
600000,3,2,43639
340000,4,3,11951
310000,3,3,10992
290000,2,2,21400
438000,2,1,12685
718000,4,3,9538
200000,2,1,8490
479900,3,2,16330
400000,3,3,12507
219950,3,1,12232
300000,3,3,6791
437000,3,2,12305
350000,4,2,10180
626000,4,2,12533
490000,3,3,16432
289000,3,3,9530
595000,3,3,8920
676000,3,2,47164
389000,3,2,11788
240000,3,2,7930
382500,4,3,11259
511555,3,2,10293
710500,3,2,7785
429000,3,3,54968
170000,4,2,10910
2.14E+06,4,3,26270
480000,5,3,12420
1.67E+06,4,4,15025
225000,3,1,8675
615000,3,2,11984
438950,4,3,389656
242000,3,2,12556
560000,3,3,13606
857500,3,2,7540
685000,4,3,13684
486000,4,3,11796
749000,3,3,15678
260000,3,3,9488
1.02E+06,3,2,15012
565000,3,2,7601
355000,3,2,5832
775000,5,2,15790
335000,4,2,11165
1.30E+06,5,4,13506
545000,3,2,5950
540000,3,2,7380
687500,3,2,14347
115000,1,2,12162
227000,1,2,12162
870000,4,3,15471
1.19E+06,4,3,19604
375000,4,3,10760
902000,3,3,13140
269500,2,2,9846
570000,3,1,8000
359950,2,1,10020
1.45E+06,4,4,14101
615000,3,3,7577
250000,4,2,12541
530000,4,3,12448
474950,3,2,226516
490000,4,2,9780
210000,2,2,3107
265500,3,1,12825
1.46E+06,5,3,10700
310000,4,2,16234
324500,3,3,7858
599000,4,5,16420
525000,4,3,16928
400000,3,1,13414
887500,3,3,62087
344000,2,1,6205
525000,3,3,12794
385000,3,2,11850
820000,4,3,15868
1.31E+06,4,4,11530
549000,4,2,64380
180000,3,1,9091
589000,4,3,11236
350000,3,1,8058
197400,3,2,11105
267000,3,3,10127
480000,3,2,23531
650000,4,3,14090
600000,2,1,7870
490000,2,2,9515
225000,3,1,10620
640000,3,2,14895
710000,3,4,8307
325000,3,2,14505
595000,3,3,33841
128750,3,1,8764
465000,3,2,11140
710000,4,2,12085
605000,4,3,8770
994000,4,3,27275
489950,3,2,11576
365000,3,2,10560
359950,3,2,11332
495000,4,3,9744
255000,3,2,11509
330000,3,2,14566
450000,3,2,11794
655000,4,3,17986
485000,4,3,22122
375000,4,2,19789
570000,4,3,9060
350000,3,2,3422
550000,3,1,9280
513000,5,2,12872
450000,4,2,10630
432500,4,2,4576
432000,5,3,334203
480000,3,2,12742
402200,3,2,10540
650000,3,1,14457
1.20E+06,4,3,19204
312000,3,2,18090
610000,4,2,9891
823000,5,2,12112
471000,4,2,7050
481015,3,2,8681
1.96E+06,5,5,33273
624000,4,3,16170
480000,4,3,11966
815000,3,2,11621
1.65E+06,4,2,26400
180000,3,1,20793
156601,2,2,12610
374950,4,3,10290
368000,2,2,8270
550000,3,2,6812
198000,3,2,8768
345000,3,2,9530
1.71E+06,5,3,13192
185900,3,1,13200
950000,3,3,23629
995000,4,5,20881
345000,2,1,10890
741000,4,3,14045
737000,2,2,13872
668750,4,3,10870
575000,3,2,13925
280000,4,2,8770
583000,3,2,13460
196000,3,2,12980
349950,3,3,11476
429000,4,1,6213
270000,5,3,14510
385000,6,4,12376
535000,1,1,7810
352500,3,2,13859
624000,3,2,8360
215000,5,2,11448
870000,4,3,29820
440000,4,3,13976
518000,2,2,3749
259500,3,2,10589
795127,4,3,99058
290000,3,1,11480
385000,4,3,11739
259950,2,1,8432
330000,2,3,5535
280000,3,1,9600
595000,4,3,24541
925900,4,4,15788
499000,3,2,15230
325000,4,3,11701
895000,5,3,25935
162248,2,1,10610
1.07E+06,3,2,26480
430000,3,2,8670
615500,3,2,8670
260000,3,1,7770
295000,4,2,46771
1.19E+06,3,2,10767
749950,4,3,8311
175000,6,1,7470
415000,6,1,7470
190000,3,1,10766
625000,3,2,7084
420000,3,2,24880
339900,4,2,13106
160000,2,1,26020
353000,4,3,8991
390000,3,2,16943
675000,4,3,14098
400000,3,3,8107
1.34E+06,4,4,10620
1.65E+06,4,3,18274
1.00E+06,5,3,15460
850000,5,4,34414
275000,3,2,9574
450000,3,3,5929
305000,4,2,17502
643002,3,3,6914
468000,2,2,7750
324950,4,3,8850
290000,3,2,10066
488500,3,2,14379
367950,3,2,12184
285000,2,1,8785
417000,3,3,56529
1.12E+06,4,3,38291
1.55E+06,4,4,26427
604000,3,3,40441
380000,3,3,12802
336500,4,3,9724
685000,4,2,10290
4.21E+06,5,6,33720
670000,3,1,21068
524000,2,1,4620
172000,3,1,12850
680000,6,2,6000
549900,4,3,218959
357000,4,3,54856
107000,3,2,7440
232900,3,2,7440
800000,4,4,7842
248500,2,2,3258
670000,3,3,10840
207000,3,2,23945
164000,3,1,10510
570500,2,1,4780
599990,3,2,14322
395000,5,2,13379
979500,4,4,367651
207000,3,1,7766
237000,3,1,7766
650100,2,1,65102
385000,4,3,11350
335000,2,2,14387
347000,4,2,15116
204000,3,1,10220
615000,4,2,14400
943500,3,2,15630
560000,3,2,11103
547500,4,3,12114
359500,4,2,10990
660000,3,3,40820
258000,3,2,10740
355000,3,2,26683
253500,2,1,6850
422500,3,1,11780
239000,2,2,4992
628000,3,2,11771
352000,2,3,4697
311600,3,2,3912
235000,4,2,10765
870000,5,2,15175
190848,4,2,10644
570000,4,2,8690
661254,4,4,10460
575000,4,2,8340
230000,2,1,7120
680000,3,2,14454
148000,1,1,10061
244900,1,1,10061
214950,3,1,9730
580000,3,2,9850
263000,3,2,11025
317000,5,3,14895
302000,4,3,18650
899000,3,1,11118
1.29E+06,3,3,15774
710000,3,3,143055
230000,3,1,12150
430000,3,1,7300
1.17E+06,5,4,22262
397000,3,1,8490
595000,3,3,12340
485000,3,2,14149
755000,5,3,29950
185000,3,1,11190
340000,3,1,11190
236000,4,3,9537
550000,4,3,13109
680000,3,2,9120
630000,4,3,13786
560000,3,2,7927
385000,3,2,9330
280000,3,2,3857
225000,3,3,10810
610000,4,2,34570
592500,3,2,9250
750000,4,3,13744
164000,4,1,7875
320000,2,1,10891
544000,4,3,7784
344950,3,2,11240
539500,3,3,18686
420000,4,2,65418
305000,2,1,25635
229000,2,1,7410
1.07E+06,5,4,17418
397500,3,2,4243
540000,4,2,12802
650000,4,3,14626
1.90E+06,6,4,19937
649000,2,2,286082
287500,5,2,71243
815000,4,3,9263
795000,2,3,14650
502775,3,2,13580
222900,2,1,8671
399950,4,3,69274
728000,4,3,18984
850000,5,4,73716
525000,4,3,22916
257000,3,1,10660
433500,3,3,7690
314950,4,2,13023
500000,3,2,17943
300000,3,2,12091
645000,4,3,23573
222500,3,1,12475
275000,3,2,10669
498000,3,2,9650
800000,3,2,79744
297000,3,3,12014
625000,5,4,12450
770000,4,3,12937
517000,3,2,7805
238000,1,1,8080
234550,3,1,18525
230500,3,2,10625
585000,5,3,21057
733000,4,2,7086
357950,2,1,5590
530000,3,2,6790
377500,4,3,15040
475000,4,3,14686
399000,3,2,77496
660000,3,2,9540
400000,5,2,14298
440000,2,1,6800
366400,4,2,18453
627250,4,3,16477
375950,3,2,10550
162000,3,2,10250
780000,3,3,6250
705000,4,3,8656
450000,4,3,20613
311000,3,3,10680
485000,3,3,9415
485000,3,3,14774
725000,5,4,11290
185000,3,1,20070
1.89E+06,4,4,15200
260000,3,2,10563
356000,4,3,10014
225205,3,1,9620
445000,3,1,11730
356000,2,1,6475
760250,5,3,13330
572000,2,2,8823
970000,3,2,17960
348450,4,3,12788
535500,3,2,43710
710000,5,3,14850
745000,3,2,13600
355000,4,3,12465
333000,4,3,10885
282000,3,3,9180
840500,3,2,9880
432000,3,2,11044
625000,3,1,8000
209977,3,1,8744
174000,2,1,16198
740000,4,2,13810
518000,3,2,8160
539000,3,2,5855
575000,3,3,13760
530000,2,2,3426
242025,4,2,57324
1.03E+06,4,3,16180
230000,3,1,9260
350000,4,3,12020
595000,3,1,14260
440000,3,2,10229
550000,3,1,8570
940000,4,2,10260
375000,3,2,4231
567500,2,2,7552
735000,3,3,56220
114000,2,1,7150
608000,2,1,6580
442500,3,2,52259
381800,4,2,7880
330000,3,2,7498
90000,2,1,4740
312000,2,2,10745
339000,3,1,10260
313000,3,2,12170
618080,3,3,10560
325000,3,2,13515
242000,4,1,10940
364000,2,2,10621
545000,3,2,9150
445000,3,3,21853
1.09E+06,4,3,16850
660000,4,3,14820
845000,4,3,41950
417000,4,2,7680
213800,2,1,6690
400000,2,2,8160
759950,4,4,10910
990000,4,3,9870
710000,3,2,14300
315000,1,1,6920
515000,4,3,19780
638000,3,2,6949
370000,4,2,11960
184000,3,1,17230
583800,3,3,11390
309500,3,1,10340
1.96E+06,4,4,39683
299000,1,1,7140
215000,2,1,8870
410000,4,2,14560
478000,2,1,8450
431000,2,1,8780
635000,4,3,41150
648000,5,2,16490
640000,3,3,16092
932808,5,5,15465
835000,2,2,11375
469775,2,2,10640
587000,5,4,57825
677915,3,2,6590
1.08E+06,4,3,15500
671000,4,3,10910
695000,5,3,17270
205000,4,2,16850
350000,4,1,10660
360000,3,2,11210
313999,4,2,7938
300000,3,2,11365
452000,2,2,15307
495500,3,3,61984
288000,3,1,43480
227490,3,2,10434
470950,3,3,21100
735000,4,3,8957
730000,7,3,8750
412000,3,3,11470
589500,4,3,12196
291000,7,1,12486
1.30E+06,5,4,14680
190000,3,1,12818
456200,2,2,10613
225000,3,1,11060
2.00E+06,3,3,26334
740000,4,3,20381
467000,3,2,10201
385000,2,1,9714
670000,3,3,8353
500000,4,3,10910
352450,3,2,9060
669888,4,3,12811
405000,3,3,9920
518000,3,2,10880
280000,4,1,10048
435000,3,3,5805
314950,3,2,13402
209900,2,2,5493
630000,4,3,36495
442000,4,2,16698
340000,4,1,16030
230000,3,2,9756
495200,5,2,27680
900000,4,3,13575
265000,2,1,6530
489500,3,2,70098
335000,3,2,49226
585000,3,3,18800
800000,4,2,11220
379500,4,2,57818
475000,3,1,10480
520000,3,2,12490
515000,4,3,7938
577500,2,1,9209
269900,3,2,13052
329000,3,1,9012
458500,3,2,4480
890000,4,2,15441
361500,4,3,11164
2.54E+06,5,3,18536
325000,2,1,10854
1.85E+06,4,3,11680
945000,4,2,19047
370000,3,3,9224
320000,0,3,10101
450000,2,2,7858
800000,4,3,24103
676000,3,3,7525
1.27E+06,4,2,10260
290000,3,2,11360
158000,3,2,11275
379950,4,2,13179
583000,4,3,8990
150000,2,1,7590
261500,3,3,9992
278000,4,3,7547
555000,4,3,11430
355000,3,2,12113
375000,4,2,10020
227000,3,2,16781
335000,4,2,107262
680000,3,2,28690
686500,2,2,8575
410000,3,2,29722
425000,2,1,16680
562500,3,3,11619
345000,4,3,11756
627500,4,3,16860
355000,3,1,39936
335000,3,2,9416
350000,4,3,7738
590000,3,1,62490
252000,3,2,9998
1.30E+06,5,4,16430
705000,4,2,8261
498000,3,2,12140
312500,2,1,9347
260000,4,2,8245
209950,3,2,13200
610000,3,2,13562
500000,4,1,10030
850000,3,4,12470
689000,4,3,16280
470000,4,2,9000
640000,3,3,10295
290000,4,2,11510
258500,3,3,12470
1.10E+06,4,4,12177
420000,3,2,26170
230000,3,1,11463
252000,3,2,9745
515000,3,3,9706
425000,2,1,7285
575000,3,3,5840
390000,2,1,7110
561500,4,2,14420
1.35E+06,4,2,7678
835000,5,3,12340
245000,2,1,17500
475200,3,3,7320
425000,2,1,7144
218000,2,2,11125
600000,4,3,11776
545000,4,2,11020
2.41E+06,5,3,33350
460000,5,3,9098
425000,2,1,8653
455000,3,2,11580
313100,3,2,16531
780000,4,4,66603
345500,4,3,13612
243000,3,2,10504
670000,5,4,15900
325000,3,2,10090
281000,2,1,15240
130000,3,1,7650
340000,3,3,13988
485000,4,3,56076
642860,4,3,11438
747000,3,2,8980
559950,4,3,11960
577288,4,3,12100
575000,2,1,5666
287000,3,1,8620
1.15E+06,4,4,15979
335000,2,1,12740
375000,4,2,16320
325000,2,1,16843
530000,3,2,225154
287000,4,2,11041
320000,5,3,12600
425000,4,3,8760
550000,3,1,9759
135000,3,1,11290
695000,3,2,10067
975000,5,3,15558
210000,4,2,33070
518000,4,2,12138
335500,3,1,9600
750000,4,4,12240
515000,3,2,15120
344500,4,3,9073
470000,3,2,10563
606150,4,2,13658
292000,4,3,12842
450000,3,3,430792
429000,3,2,8923
765000,4,3,43869
425000,2,1,4330
505000,4,3,11520
544950,3,2,10801
382000,3,2,7650
475000,3,2,28897
355000,3,2,7530
410000,4,3,12070
450000,4,2,8143
565000,7,5,14646
529100,2,1,9488
452500,4,3,11234
245000,4,2,11130
415000,1,1,4580
610000,4,3,20669
363500,4,2,13902
510000,3,3,16570
650000,4,3,33768
290000,4,3,12845
170000,3,1,8500
510000,2,1,7730
2.28E+06,7,8,326142
316000,4,3,11929
690000,4,3,18693
199950,2,1,6870
207000,3,1,9580
449950,4,2,14210
361550,3,2,260455
824000,4,4,64918
537000,3,2,13320
838400,4,3,14725
225000,2,1,6468
329900,3,2,7898
282500,4,1,37705
229950,3,2,14360
500000,2,1,15349
495000,3,2,10367
149500,3,1,11700
726000,3,3,14333
899000,4,3,17845
317000,3,1,11465
395000,1,1,4900
360000,4,3,11330
570000,4,3,11128
320000,4,3,11400
320000,3,2,33165
268000,5,3,8844
191000,2,1,5240
400000,2,1,9750
515000,2,1,7390
610000,4,3,15120
538000,2,2,6760
432000,3,3,7966
335000,4,2,13172
302000,5,2,12952
787500,4,2,12972
420000,3,1,10555
560000,3,3,222153
535000,3,3,10694
310000,3,3,10331
760000,5,2,11000
242500,3,2,5005
1.31E+06,6,3,11900
235000,3,1,10073
598780,4,2,17760
433200,3,3,20575
343000,2,1,13860
145000,2,1,11315
291970,1,1,23877
599950,3,1,10920
1.75E+06,4,3,29540
870000,4,2,16130
323000,4,3,12773
727000,4,3,16003
166000,1,1,19732
450000,4,2,16134
400000,3,3,28460
599000,3,3,28460
165000,3,1,21640
229000,2,1,9738
305000,1,1,9870
930000,3,3,9326
542000,3,3,20445
214000,3,1,11767
718000,3,3,10920
349000,3,3,3862
305000,3,3,12320
498000,3,3,5630
799950,4,4,203537
737000,3,3,12400
860000,4,3,16390
339950,3,3,38891
249000,3,2,10553
370000,2,1,8055
725000,3,2,16712
529000,5,3,95736
310000,4,3,11700
315000,4,2,12943
1.30E+06,4,3,9910
435000,3,2,16754
350000,3,2,14740
240000,3,1,10620
410000,3,2,6600
430000,4,3,9809
446000,4,3,11555
240000,3,2,12430
595000,4,3,42626
215150,3,1,6610
319950,2,1,8984
385000,3,2,13172
280000,3,3,10090
399950,3,3,10170
132500,3,1,12780
399950,2,1,5516
290000,2,1,8520
860000,5,2,12272
3.10E+06,6,4,26592
245000,4,1,10260
255000,3,2,11300
310000,4,3,11570
299000,3,1,10140
575000,4,3,9678
284000,3,1,11144
840000,3,2,8500
442573,3,2,11257
560000,3,1,9518
485000,3,2,6810
472500,4,2,11696
1.61E+06,4,3,33937
808000,8,4,10230
398000,3,2,19711
340000,3,3,10640
380000,2,1,5890
235000,3,1,8523
400000,3,2,13170
582000,5,3,17865
209000,2,1,8320
335000,5,3,11970
285950,2,1,8930
645000,5,2,58276
312000,2,1,9770
663000,3,2,64737
443950,3,2,40100
315000,3,2,7890
302200,4,2,13636
770000,3,3,7163
374950,4,2,11620
330000,3,3,12207
230000,2,1,9620
967000,4,3,11590
536500,4,3,6375
315000,6,4,8820
626000,3,1,6450
334009,4,2,12815
429000,2,1,7420
818000,4,3,51891
326000,5,3,10982
310000,5,3,8520
525000,4,2,11740
350000,3,2,8130
936000,4,3,15377
226000,3,1,10250
1.25E+06,5,4,9768
428000,3,2,510658
329932,3,2,8830
539000,3,2,8830
275000,3,2,11370
590000,4,3,40000
782000,4,3,31644
575000,4,3,13713
509000,3,2,12875
290000,4,3,17100
305240,3,1,11800
555000,3,2,9006
317000,3,2,11898
430000,3,2,8930
850000,2,2,8034
469000,3,2,15099
327200,2,2,11295
835000,3,3,18303
360000,4,3,18125
372000,4,3,12738
453000,3,1,15914
275000,2,2,15347
475000,4,3,11340
310000,4,3,13970
173000,4,2,11010
313500,5,3,98980
345000,3,3,4209
436000,3,2,13650
244500,2,2,17170
206000,3,2,12310
890000,4,3,15678
329950,4,2,13154
250000,3,2,289473
246000,3,2,208611
440000,3,2,24257
395000,4,2,11837
305000,3,1,7070
160000,3,2,11822
269000,3,2,11822
169500,3,1,12143
690500,4,3,13500
245560,2,2,12753
345000,4,3,17888
383000,4,2,24157
388500,3,2,3644
250000,3,2,11558
455500,3,2,24190
672000,3,1,11183
550000,4,2,132722
487000,3,2,15812
291375,4,3,10673
225000,3,1,19290
519950,5,4,14640
250000,3,3,12540
614950,3,1,5680
599500,4,2,14300
625000,4,2,18370
248500,2,1,11934
469950,5,2,7210
525000,3,2,14476
787500,2,3,11708
485000,4,3,23319
310000,2,1,7159
280000,5,2,11619
200000,4,1,46236
490000,3,3,13303
146000,3,1,6570
500000,5,3,31064
242500,3,1,9530
324950,3,1,9488
231500,2,1,9675
300000,3,3,14567
545000,4,3,55860
350000,3,1,11093
467100,3,2,12275
180000,3,1,11180
749000,4,2,9690
245000,3,3,14693
260000,5,1,10550
490000,3,3,6360
565000,4,3,9162
330000,4,2,11990
295000,3,1,10275
725000,3,2,9080
1.14E+06,4,3,16922
680000,3,2,11160
490000,2,1,13310
635000,3,2,9945
750000,3,3,719320
330000,4,2,12648
270000,3,3,3839
340000,3,2,7466
413252,3,1,6680
600000,4,3,11693
726888,5,3,13201
285000,2,1,8150
365000,2,1,7620
295000,4,2,10260
460000,3,2,10770
230000,3,2,13458
337000,3,1,8349
300000,3,1,8790
2.30E+06,4,3,14962
360000,4,3,9500
585000,3,3,15079
182700,3,2,10130
305000,3,2,10130
309950,3,3,11528
550000,3,1,14707
825000,3,3,32973
998500,2,1,7820
644500,4,3,11322
320000,3,2,11506
266950,3,3,8963
633100,4,3,38215
395000,2,1,9010
259250,3,1,7714
300000,3,1,7440
413000,3,2,143952
435000,3,2,12311
500000,4,3,19430
402000,4,2,9961
777700,3,3,255330
580000,2,2,8310
570000,3,2,45432
174950,2,1,8480
300000,2,1,5511
435000,3,2,10378
840000,4,3,15055
469000,5,3,11893
870000,4,2,7440
532000,4,2,10829
455000,4,2,15160
201000,3,1,27857
649000,5,3,19657
445500,2,2,8980
475000,3,2,14392
590000,4,3,34963
565000,4,2,11646
110000,1,1,12010
375000,3,3,10630
255000,3,2,11338
315000,5,2,17900
496600,4,2,12480
380000,3,1,7220
338950,3,2,26156
542500,5,4,48410
739000,5,3,10040
549000,4,2,5860
252000,3,2,11421
1.70E+06,4,5,22856
735000,4,2,9120
270000,4,3,10783
2.25E+06,3,3,15490
155000,2,1,44896
469000,4,3,10104
305000,4,2,9130
675000,3,2,7610
931000,3,3,11150
385000,3,1,14578
815000,3,3,19092
531000,3,2,12710
386500,4,1,6690
475580,3,2,14915
358000,2,1,7087
677500,5,1,9170
868500,3,3,9782
599380,3,2,10500
712000,4,2,17010
350000,5,2,10990
875000,4,2,10100
365000,3,2,11810
452000,4,2,8920
915000,3,3,15350
482500,3,3,6448
425000,3,1,10620
460000,2,2,6640
666570,4,2,11460
390000,3,2,36692
650000,4,2,12925
305000,3,2,12247
250000,3,1,10300
438800,4,3,9972
290000,2,1,7850
324950,4,2,8530
453000,3,3,5038
556000,3,1,7045
315000,3,2,14455
445830,3,3,9319
1.26E+06,3,4,10260
287200,3,3,23226
525000,4,2,9630
1.14E+06,4,4,26011
381000,3,2,22566
360000,3,2,9060
619000,5,4,7462
535000,2,2,228609
402000,2,1,7340
600000,4,4,78227
549950,3,3,13170
300000,4,2,11480
360000,6,2,13470
419000,7,3,14751
510000,3,3,3652
319950,3,3,13937
1.18E+06,5,5,100289
381000,4,3,10073
256900,3,3,7391
346000,5,1,34666
465000,2,2,4092
545000,3,2,14015
516000,2,2,6240
550000,4,3,9680
339950,4,2,11090
417000,3,1,11134
906000,4,3,9720
980000,4,2,15320
555000,4,3,10219
468000,2,2,9959
378000,3,2,121926
430000,4,3,19450
730100,4,3,20000
219000,4,2,10684
570000,3,3,16793
262500,4,3,10156
525000,5,3,13866
520000,2,1,6490
417400,3,3,17575
788000,4,3,13059
320000,3,1,10470
950000,6,1,8900
255000,3,1,10180
260000,4,3,10523
394000,3,1,10420
575000,4,3,32071
1.25E+06,4,2,12130
385000,3,2,11210
456000,5,3,198946
637000,4,3,8460
485000,5,2,12900
315275,3,2,10980
252500,2,2,11510
240000,2,1,27069
790000,4,3,17080
310000,3,1,10760
1.25E+06,4,3,25700
425000,2,1,7358
548000,3,3,8319
379880,3,3,17644
530000,3,3,13716
695000,3,2,225660
435000,3,1,6830
540000,3,2,65440
425000,3,2,13839
490000,3,3,11126
220000,4,1,8150
540000,4,3,7884
670000,3,1,9515
667500,3,2,24923
585000,3,4,5257
225000,3,2,15280
375000,3,1,12347
335000,3,2,11977
680000,5,3,20755
600000,3,1,7270
161000,4,2,11283
220000,4,2,11283
420000,3,2,8130
710000,3,1,5280
626000,4,3,12231
279500,3,2,10690
1.61E+06,4,4,19230
325000,2,1,7090
380000,4,2,11700
470000,4,3,14030
363000,4,3,16692
245000,4,2,11530
525000,3,1,5830
1.70E+06,5,4,31975
658500,4,2,8610
680000,2,1,12012
835000,4,2,23365
595000,4,3,5725
419000,4,3,11000
198900,2,1,22160
1.09E+06,4,3,20030
500000,3,4,8908
575000,4,2,12570
324950,2,2,4098
259000,3,3,12190
551000,2,2,14124
488000,2,2,7215
635000,4,2,50913
395000,3,3,13808
370000,3,1,11057
675000,4,3,8930
402000,3,1,9495
825000,3,3,30002
579000,3,3,227247
455000,5,2,6120
265000,3,3,10347
713500,5,3,14333
240000,3,1,15770
570000,4,3,223220
243800,3,1,30590
543000,2,1,6244
1.01E+06,3,2,11210
625000,4,2,21948
459950,4,3,12767
370000,4,3,44884
150000,4,2,10174
683500,3,2,9336
499950,3,3,5338
255000,2,1,13257
279000,3,3,11659
910000,5,3,9346
699000,4,3,11795
1.65E+06,4,3,19930
248000,3,1,11700
429000,3,1,41310
685000,4,1,18579
316000,2,1,6560
410000,2,1,10830
299000,3,1,18453
559000,2,1,8880
575000,3,2,105408
602000,3,3,6884
492000,4,2,7880
293500,3,3,8424
481000,3,3,19640
311100,4,2,12508
375000,3,2,16668
1.08E+06,3,3,442210
500000,5,3,12350
553000,3,1,9900
760000,3,2,5310
589500,4,2,6290
840000,5,3,25994
2.55E+06,4,3,16775
1.28E+06,3,3,54509
260000,3,3,11655
430000,3,2,4539
781000,3,3,5486
280000,2,1,14930
392000,5,2,38261
466200,3,2,12046
641000,3,2,6915
350000,3,1,11580
450000,3,2,7984
1.80E+06,4,4,23393
185000,3,2,4318
290000,2,1,15007
964000,3,3,16355
2.00E+06,4,3,25800
545000,3,3,20143
609950,3,2,14320
605000,4,2,10836
550000,4,3,13403
905000,4,3,9338
384200,3,3,12483
370000,3,1,3655
717500,3,1,8180
2.00E+06,4,3,14480
365500,2,1,18874
580000,2,2,8940
415000,4,2,19130
272000,2,1,7710
600000,3,2,10010
744000,4,3,9012
830000,3,3,16331
322000,3,3,3985
270000,3,3,22458
272450,3,1,10633
605000,3,3,5174
510000,3,2,12225
1.13E+06,4,4,8940
1.69E+06,4,3,13080
162000,4,1,19558
337500,3,2,8910
312000,3,2,11227
740000,4,3,205953
700000,4,3,205953
328000,4,1,11066
241000,3,1,10208
265000,3,2,10340
246000,5,2,13990
271000,4,2,12252
270000,2,1,12148
395000,4,2,10765
340000,3,2,8575
340000,3,2,17040
335000,2,2,4086
435000,2,1,5826
527950,4,2,6860
600000,2,2,22849
667000,3,2,7080
1.15E+06,10,5,18240
417000,3,3,15081
451000,4,2,10390
580000,2,1,13080
570000,4,2,41616
750000,5,3,13000
685000,3,3,13420
275000,3,2,12414
739888,3,3,49337
715000,2,3,10056
800000,4,2,8740
350000,3,2,12720
220000,3,1,226172
452500,3,3,12511
280000,4,3,10293
248000,1,1,14690
305000,2,1,9380
435010,3,1,6490
678100,3,2,6370
325000,3,2,4485
529950,3,2,11490
440000,3,2,11899
585000,3,1,7510
462608,3,3,6328
350500,3,2,8690
210000,3,1,10365
510000,3,3,9879
280000,3,2,11270
385000,3,2,18049
349000,3,1,10204
252000,3,2,14666
1.10E+06,4,3,14331
375000,3,2,10634
336000,4,2,15950
732000,3,4,11197
200000,2,1,8467
681716,4,3,13457
235000,3,2,15226
257500,3,1,16705
315000,3,1,12277
299950,3,1,11000
530000,4,2,12890
766500,2,2,11130
860000,4,3,17969
690000,3,3,8781
551000,4,2,10158
530000,3,3,24350
568000,3,1,10430
749950,3,3,16073
535000,3,3,17886
234300,3,1,12439
190000,2,1,13530
525000,4,2,9850
610000,4,1,6528
520000,3,3,4125
375000,2,1,8120
600000,3,2,10726
664000,4,3,20070
698000,2,1,7250
